type_of_sentence,verb_main_semantic_class,verb_second_semantic_class,verb_third_semantic_class,verb_veridical_positive,verb_veridical_negative,verb_tense,t_negation,semantic_relation
1,epistemiczny,none,none,o,o,past,0,C
1,epistemiczny,none,none,o,o,past,0,C
1,epistemiczny,none,none,o,o,past,0,C
1,epistemiczny,none,none,o,o,past,0,?
1,epistemiczny,none,none,o,o,past,0,?
1,epistemiczny,none,none,o,o,past,0,?
1,epistemiczny,none,none,o,o,past,0,?
1,epistemiczny,none,none,o,o,present,0,?
1,epistemiczny,none,none,o,o,past,1,?
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,?
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
imperatyw,epistemiczny,none,none,o,o,present,1,C
pytajne,epistemiczny,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,0,N
warunkowe,epistemiczny,none,none,o,o,past,0,?
warunkowe,epistemiczny,none,none,o,o,present,0,N
modalne,emotywny,epistemiczny,none,+,+,present,0,E
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,emotywny,none,o,o,present,0,N
generalne,mówienia,emotywny,none,o,o,future,0,N
powinnościowe,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
imperatyw ,mówienia,none,none,o,o,brak,0,N
warunkowe; pytajne,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,emotywny,none,o,o,past,0,N
1,mówienia,emotywny,none,o,o,past,0,N
1,mówienia,emotywny,none,o,o,past,0,N
1,mówienia,emotywny,none,o,o,past,0,N
1,mówienia,emotywny,none,o,o,past,0,N
1,emotywny,epistemiczny,none,+,+,brak,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,past,0,E
1,?,none,none,+,+,past,0,E
1,epistemiczny,none,none,o,o,past,1,N
1,epistemiczny,none,none,o,o,present,1,N
1,epistemiczny,none,none,o,o,present,1,N
1,epistemiczny,none,none,o,o,present,1,N
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,past,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,past,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,present,0,E
1,?,none,none,+,+,past,0,E
modalne,?,none,none,+,+,past,0,E
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,emotywny,epistemiczny,none,o,o,past,0,E
1,emotywny,epistemiczny,wolicjonalny,o,o,past,0,N
1,emotywny,epistemiczny,wolicjonalny,o,o,present,0,N
1,emotywny,epistemiczny,wolicjonalny,o,o,past,0,N
1,emotywny,epistemiczny,wolicjonalny,o,o,past,0,N
1,emotywny,epistemiczny,wolicjonalny,o,o,present,0,N
1,emotywny,epistemiczny,wolicjonalny,o,o,present,0,N
1,emotywny,epistemiczny,wolicjonalny,o,o,present,0,N
1,emotywny,epistemiczny,wolicjonalny,o,o,present,0,N
1,emotywny,epistemiczny,wolicjonalny,o,o,present,0,N
imperatyw,emotywny,epistemiczny,wolicjonalny,o,o,future,1,N
1,przyczynowy,none,none,+,+,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,percepcyjny,mówienia,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
performatyw; warunkowe,mówienia,performatyw,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,C
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
performatyw,mówienia,none,none,o,o,present,0,N
1,liczenia,epistemiczny,none,o,o,present,0,N
1,liczenia,epistemiczny,none,o,o,present,0,N
1,liczenia,epistemiczny,none,o,o,past,0,N
1,emotywny,epistemiczny,none,+,+,past,0,E
1,percepcyjny,none,none,+,?,present,0,E
1,epistemiczny,wnioskowania,epistemiczny,o,o,present,0,N
1,epistemiczny,wnioskowania,epistemiczny,o,o,present,0,N
1,mówienia,epistemiczny,none,o,o,past,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,N
modalne,epistemiczny,wolicjonalny,none,o,o,present,0,N
1,epistemiczny,wolicjonalny,none,o,o,past,1,N
1,epistemiczny,wolicjonalny,none,o,o,present,0,N
1,epistemiczny,wolicjonalny,none,o,o,present,0,N
1,epistemiczny,wolicjonalny,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,odkrycia,none,none,+,?,past,0,E
1,odkrycia,none,none,+,?,past,0,E
1,odkrycia,none,none,+,?,past,0,E
1,odkrycia,none,none,+,?,past,0,E
1,odkrycia,none,none,+,?,past,0,?
1,odkrycia,none,none,+,?,present,0,E
modalne,epistemiczny,none,none,o,o,past,0,N
modalne,epistemiczny,none,none,o,o,brak,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
?,epistemiczny,none,none,+,+,present,0,E
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,1,N
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,N
1,odkrycia,none,none,+,o,future,0,?
1,odkrycia,none,none,+,o,future,0,N
1,odkrycia,none,none,+,o,future,0,N
modalne,odkrycia,none,none,+,o,future,0,N
modalne,odkrycia,none,none,+,o,brak,0,N
pytajne,odkrycia,none,none,+,o,past,0,E
warunkowe,odkrycia,none,none,+,o,past,0,N
warunkowe,odkrycia,none,none,+,o,future,0,N
warunkowe; modalne,odkrycia,none,none,+,o,present,0,N
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,past,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
1,odkrycia,none,none,+,o,present,0,E
generalne,odkrycia,none,none,+,o,present,0,N
1,mówienia,none,none,o,?,present,0,E
1,epistemiczny,none,none,+,?,past,0,E
1,mówienia,emotywny,none,o,o,past,0,?
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
kontrfaktyczne,mówienia,none,none,o,o,brak,0,N
1,epistemiczny,none,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
przypuszczające,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,0,N
wolitywne; performatyw,mówienia,none,none,+,+,present,0,N
wolitywne; performatyw,mówienia,none,none,+,+,brak,0,N
1,mówienia,emotywny,none,+,+,past,0,N
1,mówienia,emotywny,none,+,+,past,0,N
1,mówienia,emotywny,none,+,+,present,0,N
1,mówienia,emotywny,none,+,+,present,0,N
1,liczenia,epistemiczny,none,o,o,past,0,N
pytajne,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,future,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
wolitywne; performatyw,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
powinnościowe,pamięciowy,epistemiczny,none,+,+,present,0,E
imperatyw ,pamięciowy,epistemiczny,none,+,+,brak,0,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
1,pamięciowy,epistemiczny,none,+,+,past,0,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
1,pamięciowy,epistemiczny,none,+,+,brak,0,E
1,pamięciowy,epistemiczny,none,+,+,past,0,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
1,pamięciowy,epistemiczny,none,+,+,present,0,E
?,pamięciowy,epistemiczny,none,+,+,brak,0,E
?,pamięciowy,epistemiczny,none,+,+,present,0,E
?,pamięciowy,epistemiczny,none,+,+,brak,0,E
?,pamięciowy,epistemiczny,none,+,+,present,0,E
?,pamięciowy,epistemiczny,none,+,+,present,0,E
?,pamięciowy,epistemiczny,none,+,+,present,0,E
imperatyw ,pamięciowy,epistemiczny,none,+,+,brak,0,E
imperatyw ,pamięciowy,epistemiczny,none,+,+,brak,0,E
imperatyw ,pamięciowy,epistemiczny,none,+,+,brak,0,E
imperatyw ,pamięciowy,epistemiczny,none,+,+,brak,0,E
imperatyw ,pamięciowy,epistemiczny,none,+,+,brak,0,E
imperatyw ,pamięciowy,epistemiczny,none,+,+,brak,0,E
imperatyw ,pamięciowy,epistemiczny,none,+,+,brak,0,E
imperatyw ,pamięciowy,epistemiczny,none,+,+,brak,0,E
imperatyw ,pamięciowy,epistemiczny,none,+,+,brak,0,E
modalne,pamięciowy,epistemiczny,none,+,+,present,0,E
modalne,pamięciowy,epistemiczny,none,+,+,present,0,E
powinnościowe,pamięciowy,epistemiczny,none,+,+,present,0,E
powinnościowe,pamięciowy,epistemiczny,none,+,+,present,0,E
powinnościowe,pamięciowy,epistemiczny,none,+,+,present,0,E
1,percepcyjny,none,none,+,?,present,0,E
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
pytajne,mówienia,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,1,?
1,epistemiczny,none,none,o,o,present,0,N
1,mówienia,emotywny,none,+,+,past,0,N
1,mówienia,emotywny,none,+,+,past,0,E
1,emotywny,epistemiczny,none,+,+,present,0,E
1,epistemiczny,none,none,+,+,past,0,E
modalne,emotywny,epistemiczny,none,+,+,brak,0,E
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
pytajne,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,1,E
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,1,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,present,0,N
1,epistemiczny,none,none,o,o,past,0,N
modalne; pytajne,epistemiczny,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
wolitywne; performatyw,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
powinnościowe,mówienia,none,none,o,o,present,0,N
powinnościowe,mówienia,none,none,o,o,present,0,N
powinnościowe,mówienia,none,none,o,o,brak,0,?
powinnościowe,mówienia,none,none,o,o,present,0,?
wolitywne,mówienia,none,none,o,o,past,0,?
wolitywne; performatyw,mówienia,none,none,o,o,past,0,N
wolitywne; performatyw,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,emotywny,epistemiczny,none,+,+,present,0,E
wolitywne; performatyw,mówienia,none,none,o,?,present,0,N
1,mówienia,none,none,o,?,past,1,E
1,mówienia,none,none,o,?,past,0,N
1,mówienia,none,none,o,?,past,0,N
1,mówienia,none,none,o,?,past,0,N
1,mówienia,none,none,o,?,past,0,N
1,mówienia,none,none,o,?,brak,0,N
1,mówienia,none,none,o,?,past,0,N
imperatyw; generalne,mówienia,none,none,o,?,brak,0,N
1,epistemiczny,none,none,+,+,present,0,E
wolitywne,mówienia,wnioskowania,epistemiczny,o,o,past,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,E
1,mówienia,wnioskowania,epistemiczny,o,o,present,0,E
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,E
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,E
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,E
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,E
1,mówienia,wnioskowania,epistemiczny,o,o,brak,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,future,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,brak,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,past,0,N
wolitywne,mówienia,wnioskowania,epistemiczny,o,o,present,0,E
1,mówienia,wnioskowania,epistemiczny,o,o,brak,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,present,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,present,0,E
1,mówienia,wnioskowania,epistemiczny,o,o,present,0,E
1,mówienia,wnioskowania,epistemiczny,o,o,present,0,N
1,mówienia,wnioskowania,epistemiczny,o,o,future,0,N
1,liczenia,epistemiczny,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,brak,0,E
1,epistemiczny,none,none,o,o,brak,0,?
1,epistemiczny,none,none,o,o,past,1,N
1,epistemiczny,none,none,o,o,brak,0,E
1,epistemiczny,none,none,o,o,past,0,E
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
1,epistemiczny,none,none,o,o,past,0,N
imperatyw,epistemiczny,none,none,o,o,past,1,C
przypuszczające,epistemiczny,none,none,o,o,brak,0,N
warunkowe; modalne,epistemiczny,none,none,o,o,brak,0,C
modalne,przyczynowy,none,none,+,+,present,1,E
pytajne,przyczynowy,none,none,+,+,future,0,E
1,przyczynowy,epistemiczny,none,o,o,past,0,N
1,przyczynowy,epistemiczny,none,o,o,brak,0,N
1,przyczynowy,epistemiczny,none,o,o,past,0,N
1,przyczynowy,epistemiczny,none,o,o,past,0,N
1,przyczynowy,epistemiczny,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,past,0,N
modalne,mówienia,none,none,o,o,present,0,N
1,mówienia,none,none,o,o,future,1,C
1,mówienia,none,none,o,o,past,0,?
1,mówienia,none,none,o,o,past,0,?
1,mówienia,none,none,o,o,past,0,C
1,mówienia,none,none,o,o,past,0,C
1,mówienia,none,none,o,o,future,1,N
1,mówienia,none,none,o,o,future,0,N
1,mówienia,none,none,o,o,future,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,1,?
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,future,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,future,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,future,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,present,1,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,future,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,future,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,brak,0,N
1,mówienia,none,none,o,o,future,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
1,mówienia,none,none,o,o,past,0,N
